Generation,Best_Fitness,Avg_Fitness
0,0.19999999999999996,0.5188868613138686
1,0.17500000000000004,0.44279220779220785
2,0.17500000000000004,0.4963446475195823
3,0.17500000000000004,0.5046675191815857
4,0.15000000000000002,0.5057934508816121
5,0.15000000000000002,0.4953727506426735
6,0.15000000000000002,0.5103205128205127
7,0.15000000000000002,0.5134469696969697
8,0.15000000000000002,0.47812499999999997
9,0.07499999999999996,0.49629396984924623
10,0.07499999999999996,0.49370277078085645
11,0.07499999999999996,0.49006329113924046
12,0.07499999999999996,0.49683544303797467
13,0.07499999999999996,0.5025
14,0.07499999999999996,0.491751269035533
15,0.07499999999999996,0.5017045454545455
16,0.07499999999999996,0.5167088607594937
17,0.07499999999999996,0.5036875000000001
18,0.07499999999999996,0.48060453400503783
19,0.07499999999999996,0.4904375
20,0.07499999999999996,0.49047619047619045
21,0.07499999999999996,0.4889168765743074
22,0.07499999999999996,0.5029448621553885
23,0.07499999999999996,0.486875
24,0.07499999999999996,0.4868125
25,0.07499999999999996,0.48825
26,0.07499999999999996,0.475
27,0.07499999999999996,0.48731250000000004
28,0.07499999999999996,0.4894472361809046
29,0.07499999999999996,0.481704260651629
30,0.07499999999999996,0.49597989949748744
31,0.07499999999999996,0.4902010050251257
32,0.07499999999999996,0.4925251256281407
33,0.07499999999999996,0.4846347607052896
34,0.07499999999999996,0.47102272727272726
35,0.07499999999999996,0.48483709273182957
36,0.07499999999999996,0.48643216080402013
37,0.07499999999999996,0.48487499999999994
38,0.07499999999999996,0.4818922305764411
39,0.07499999999999996,0.483
40,0.07499999999999996,0.4748743718592965
41,0.07499999999999996,0.48513853904282117
42,0.07499999999999996,0.48137626262626265
43,0.07499999999999996,0.468125
44,0.07499999999999996,0.4921875
45,0.07499999999999996,0.47625313283208015
46,0.07499999999999996,0.47525062656641603
47,0.07499999999999996,0.4859375
48,0.07499999999999996,0.48956249999999996
49,0.07499999999999996,0.4960625
50,0.07499999999999996,0.477375
51,0.07499999999999996,0.4911875
52,0.07499999999999996,0.4911875
53,0.07499999999999996,0.47725
54,0.07499999999999996,0.48224999999999996
55,0.07499999999999996,0.47869674185463656
56,0.07499999999999996,0.48275
57,0.07499999999999996,0.4661875
58,0.07499999999999996,0.4844375
59,0.07499999999999996,0.47650000000000003
60,0.07499999999999996,0.484125
61,0.07499999999999996,0.48393749999999996
62,0.07499999999999996,0.47956249999999995
63,0.07499999999999996,0.4793125
64,0.07499999999999996,0.48318749999999994
65,0.07499999999999996,0.4882832080200501
66,0.07499999999999996,0.4924375000000001
67,0.07499999999999996,0.482375
68,0.07499999999999996,0.4755625
69,0.07499999999999996,0.486875
70,0.07499999999999996,0.4766917293233082
71,0.07499999999999996,0.470037688442211
72,0.07499999999999996,0.493546365914787
73,0.07499999999999996,0.48195488721804514
74,0.07499999999999996,0.4706874999999999
75,0.07499999999999996,0.48402255639097747
