Generation,Best_Fitness,Avg_Fitness
0,0.22499999999999998,0.5129277566539923
1,0.22499999999999998,0.4275773195876288
2,0.22499999999999998,0.40553435114503816
3,0.22499999999999998,0.4131074168797954
4,0.125,0.43705583756345173
5,0.125,0.43161577608142493
6,0.125,0.45076530612244897
7,0.125,0.42947103274559195
8,0.125,0.4409319899244333
9,0.125,0.46772151898734177
10,0.125,0.4699622166246851
11,0.125,0.4652638190954774
12,0.125,0.4618718592964824
13,0.125,0.46294191919191924
14,0.125,0.4644206549118388
15,0.125,0.4713659147869674
16,0.125,0.453375
17,0.125,0.4594849246231156
18,0.125,0.46387500000000004
19,0.125,0.459875
20,0.125,0.45150375939849624
21,0.125,0.45708020050125314
22,0.125,0.44068749999999995
23,0.125,0.45199999999999996
24,0.125,0.45356250000000004
25,0.07499999999999996,0.44175
26,0.07499999999999996,0.4394374999999999
27,0.07499999999999996,0.45568749999999997
28,0.07499999999999996,0.45399999999999996
29,0.07499999999999996,0.4419374999999999
30,0.07499999999999996,0.4203125
31,0.07499999999999996,0.420125
32,0.07499999999999996,0.4265
33,0.07499999999999996,0.42168750000000005
34,0.07499999999999996,0.413125
35,0.07499999999999996,0.40912500000000007
36,0.07499999999999996,0.40993750000000007
37,0.050000000000000044,0.419
38,0.050000000000000044,0.41174999999999995
39,0.050000000000000044,0.4229375
40,0.050000000000000044,0.4044375
41,0.050000000000000044,0.4161875
42,0.050000000000000044,0.42174999999999996
43,0.050000000000000044,0.4121875
44,0.050000000000000044,0.423375
45,0.050000000000000044,0.431875
46,0.050000000000000044,0.43456249999999996
47,0.050000000000000044,0.437875
48,0.050000000000000044,0.449125
49,0.050000000000000044,0.4455625000000001
50,0.050000000000000044,0.4540100250626566
51,0.050000000000000044,0.44987499999999997
52,0.050000000000000044,0.445375
53,0.050000000000000044,0.438625
54,0.050000000000000044,0.4325625
55,0.050000000000000044,0.43575
56,0.050000000000000044,0.4391875
57,0.050000000000000044,0.42949999999999994
58,0.050000000000000044,0.4428125
59,0.050000000000000044,0.4281875000000001
60,0.050000000000000044,0.44237499999999996
61,0.050000000000000044,0.44575000000000004
62,0.050000000000000044,0.43618750000000006
63,0.050000000000000044,0.45825000000000005
64,0.050000000000000044,0.4240625
65,0.050000000000000044,0.4184375
66,0.050000000000000044,0.41387499999999994
67,0.050000000000000044,0.38443749999999993
68,0.025000000000000022,0.40299999999999997
69,0.025000000000000022,0.4054375
70,0.025000000000000022,0.41756249999999995
71,0.025000000000000022,0.42200000000000004
72,0.025000000000000022,0.4308125
73,0.025000000000000022,0.43706249999999996
74,0.025000000000000022,0.4265625
75,0.025000000000000022,0.44475000000000003
