Generation,Best_Fitness,Avg_Fitness
0,0.4666666666666667,0.5580128205128205
1,0.3666666666666667,0.5532407407407407
2,0.19999999999999996,0.5164414414414414
3,0.19999999999999996,0.5344519015659954
4,0.19999999999999996,0.5055555555555555
5,0.19999999999999996,0.4808558558558559
6,0.19999999999999996,0.538
7,0.19999999999999996,0.5671171171171171
8,0.19999999999999996,0.5049217002237137
9,0.19999999999999996,0.5287981859410432
10,0.19999999999999996,0.5340277777777778
11,0.19999999999999996,0.49346846846846854
12,0.19999999999999996,0.5265765765765766
13,0.19999999999999996,0.4964205816554811
14,0.19999999999999996,0.5538812785388129
15,0.19999999999999996,0.5246085011185684
16,0.19999999999999996,0.5191441441441442
17,0.19999999999999996,0.5058558558558559
18,0.19999999999999996,0.5166666666666667
19,0.19999999999999996,0.5051454138702461
20,0.19999999999999996,0.5265306122448979
21,0.19999999999999996,0.5178970917225952
22,0.19999999999999996,0.5203579418344519
23,0.19999999999999996,0.5137777777777778
24,0.19999999999999996,0.5427927927927929
25,0.19999999999999996,0.5490867579908676
26,0.19999999999999996,0.5348993288590606
27,0.19999999999999996,0.5146118721461188
28,0.19999999999999996,0.5161073825503356
29,0.19999999999999996,0.5254504504504506
30,0.19999999999999996,0.4840090090090092
