Generation,Best_Fitness,Avg_Fitness
0,0.0,0.31829145728643216
1,0.0,0.28332129963898917
2,0.0,0.297243816254417
3,0.0,0.26818181818181813
4,0.0,0.25407942238267145
5,0.0,0.22756457564575647
6,0.0,0.20266666666666666
7,0.0,0.22370909090909089
8,0.0,0.19093283582089554
9,0.0,0.208689138576779
10,0.0,0.18460992907801418
11,0.0,0.2057044673539519
12,0.0,0.19195876288659794
13,0.0,0.18455782312925173
14,0.0,0.17975862068965515
15,0.0,0.15474576271186444
16,0.0,0.16404109589041097
17,0.0,0.17537414965986395
18,0.0,0.1649146757679181
19,0.0,0.1670608108108108
20,0.0,0.1513103448275862
21,0.0,0.15545762711864405
22,0.0,0.15631756756756757
23,0.0,0.15938356164383563
24,0.0,0.16648464163822527
25,0.0,0.1354391891891892
26,0.0,0.1437
27,0.0,0.13838926174496646
28,0.0,0.15496644295302014
29,0.0,0.158989898989899
30,0.0,0.13195945945945944
31,0.0,0.1513804713804714
32,0.0,0.12026845637583894
33,0.0,0.14815436241610738
34,0.0,0.15060606060606063
35,0.0,0.1286
36,0.0,0.15305084745762712
37,0.0,0.1710472972972973
38,0.0,0.12161616161616164
39,0.0,0.13693877551020409
40,0.0,0.13976510067114095
41,0.0,0.1336700336700337
42,0.0,0.12681660899653982
43,0.0,0.14225589225589225
44,0.0,0.1397972972972973
45,0.0,0.14108474576271188
46,0.0,0.1404697986577181
47,0.0,0.15248322147651006
48,0.0,0.13542087542087541
49,0.0,0.1199665551839465
50,0.0,0.12943143812709032
