Generation,Best_Fitness,Avg_Fitness
0,0.38999999999999996,0.7531658291457286
1,0.33,0.6974657534246576
2,0.29,0.6210810810810811
3,0.29,0.5526351351351351
4,0.29,0.5007692307692309
5,0.26999999999999996,0.5043666666666666
6,0.23000000000000004,0.48318791946308726
7,0.23000000000000004,0.4848993288590604
8,0.23000000000000004,0.5033779264214048
9,0.23000000000000004,0.4904421768707483
10,0.23000000000000004,0.4753666666666667
11,0.23000000000000004,0.4833892617449665
12,0.23000000000000004,0.48936666666666667
13,0.23000000000000004,0.4727666666666667
14,0.23000000000000004,0.46926174496644285
15,0.23000000000000004,0.5043288590604027
16,0.23000000000000004,0.49567114093959724
17,0.23000000000000004,0.508080808080808
18,0.23000000000000004,0.48473154362416115
19,0.23000000000000004,0.49744897959183676
20,0.23000000000000004,0.4962585034013606
21,0.23000000000000004,0.49942567567567564
22,0.23000000000000004,0.49156462585034005
23,0.23000000000000004,0.49527210884353745
24,0.23000000000000004,0.48573825503355705
25,0.23000000000000004,0.4841414141414141
26,0.23000000000000004,0.4837919463087249
27,0.23000000000000004,0.498013468013468
28,0.23000000000000004,0.5064846416382253
29,0.23000000000000004,0.4967114093959732
30,0.23000000000000004,0.4959322033898306
31,0.23000000000000004,0.5066329966329968
32,0.23000000000000004,0.5129391891891892
33,0.23000000000000004,0.4825684931506849
34,0.23000000000000004,0.49597972972972976
35,0.23000000000000004,0.5120735785953178
36,0.23000000000000004,0.48458193979933106
37,0.23000000000000004,0.4991304347826087
38,0.23000000000000004,0.5038720538720539
39,0.23000000000000004,0.49016949152542383
40,0.23000000000000004,0.48692307692307685
41,0.23000000000000004,0.47656565656565664
42,0.23000000000000004,0.5016107382550337
43,0.23000000000000004,0.4794949494949496
44,0.23000000000000004,0.5040338983050847
45,0.23000000000000004,0.5126530612244898
46,0.23000000000000004,0.498
47,0.23000000000000004,0.4998648648648648
48,0.23000000000000004,0.4887542087542087
49,0.23000000000000004,0.5029391891891892
50,0.23000000000000004,0.4916095890410959
