Generation,Best_Fitness,Avg_Fitness
0,0.22499999999999998,0.515205223880597
1,0.09999999999999998,0.4390583554376658
2,0.09999999999999998,0.468051948051948
3,0.09999999999999998,0.46760925449871465
4,0.09999999999999998,0.45621794871794874
5,0.09999999999999998,0.485140306122449
6,0.09999999999999998,0.4842474489795918
7,0.09999999999999998,0.484254498714653
8,0.09999999999999998,0.48914728682170544
9,0.09999999999999998,0.4627877237851662
10,0.09999999999999998,0.4613520408163265
11,0.09999999999999998,0.46836340206185567
12,0.09999999999999998,0.4613110539845758
13,0.09999999999999998,0.4725452196382429
14,0.09999999999999998,0.47734177215189877
15,0.09999999999999998,0.4844783715012722
16,0.09999999999999998,0.5012179487179487
17,0.09999999999999998,0.4733766233766234
18,0.09999999999999998,0.500829081632653
19,0.09999999999999998,0.4733072916666667
20,0.09999999999999998,0.4993037974683544
21,0.09999999999999998,0.4951550387596899
22,0.09999999999999998,0.48824289405684757
23,0.09999999999999998,0.48930379746835445
24,0.09999999999999998,0.4876269035532995
25,0.09999999999999998,0.4849367088607595
26,0.09999999999999998,0.48241687979539644
27,0.09999999999999998,0.480749354005168
28,0.09999999999999998,0.4920951156812339
29,0.09999999999999998,0.48316326530612247
30,0.09999999999999998,0.4802564102564103
31,0.09999999999999998,0.5009566326530612
32,0.09999999999999998,0.48855498721227614
33,0.09999999999999998,0.4961439588688946
34,0.09999999999999998,0.4974934036939314
35,0.09999999999999998,0.4749999999999999
36,0.09999999999999998,0.4842277486910995
37,0.09999999999999998,0.4763852242744064
38,0.09999999999999998,0.5016066838046273
39,0.09999999999999998,0.48293963254593175
40,0.09999999999999998,0.4921259842519685
41,0.09999999999999998,0.48287401574803146
42,0.09999999999999998,0.487992125984252
43,0.09999999999999998,0.49578947368421056
44,0.09999999999999998,0.4780205655526992
45,0.09999999999999998,0.49708549222797926
46,0.09999999999999998,0.4799870466321244
47,0.09999999999999998,0.4912144702842377
48,0.09999999999999998,0.48249354005167955
49,0.09999999999999998,0.47840616966580973
50,0.09999999999999998,0.48158914728682173
51,0.09999999999999998,0.47709424083769636
52,0.09999999999999998,0.49827806122448987
53,0.09999999999999998,0.48635170603674543
54,0.09999999999999998,0.49453727506426737
55,0.09999999999999998,0.4892493638676844
56,0.09999999999999998,0.47512820512820514
57,0.09999999999999998,0.4917091836734694
58,0.09999999999999998,0.48255813953488375
59,0.09999999999999998,0.5011688311688312
60,0.09999999999999998,0.4867532467532467
61,0.09999999999999998,0.4784685863874345
62,0.09999999999999998,0.4814599483204134
63,0.09999999999999998,0.4938151041666667
64,0.09999999999999998,0.49173228346456693
65,0.09999999999999998,0.48940568475452195
66,0.09999999999999998,0.49658505154639176
67,0.09999999999999998,0.4992105263157895
68,0.09999999999999998,0.47744708994708995
69,0.09999999999999998,0.49383202099737533
70,0.09999999999999998,0.4828846153846154
71,0.09999999999999998,0.4859090909090909
72,0.09999999999999998,0.49089147286821705
73,0.09999999999999998,0.4837533156498674
74,0.09999999999999998,0.4877272727272727
75,0.09999999999999998,0.49114987080103356
